firm,Dates,Price,Symbol,Date,Nifty50 prices,W
3IINFOTECH,2013-12-31,7.99,NIFTY50,2009-01-27,2771.35,[2.19611285]
3IINFOTECH,2014-01-01,8.38,NIFTY50,2009-01-28,2849.5,[2.23857976]
3IINFOTECH,2014-01-02,8.17,NIFTY50,2009-01-29,2823.95,[2.21593729]
3IINFOTECH,2014-01-03,8.56,NIFTY50,2009-01-30,2874.8,[2.25758773]
3IINFOTECH,2014-01-06,8.98,NIFTY50,2009-02-02,2766.65,[2.30058309]
3IINFOTECH,2014-01-07,9.4,NIFTY50,2009-03-02,2783.9,[2.34180581]
3IINFOTECH,2014-01-08,8.95,NIFTY50,2009-04-02,2803.05,[2.29757255]
3IINFOTECH,2014-01-09,8.51,NIFTY50,2009-05-02,2780.05,[2.25234388]
3IINFOTECH,2014-01-10,8.66,NIFTY50,2009-06-02,2843.1,[2.26799365]
3IINFOTECH,2014-01-13,8.51,NIFTY50,2009-09-02,2919.9,[2.25234388]
3IINFOTECH,2014-01-14,8.84,NIFTY50,2009-10-02,2934.5,[2.28645571]
3IINFOTECH,2014-01-15,8.55,NIFTY50,2009-11-02,2925.7,[2.25654115]
3IINFOTECH,2014-01-16,8.58,NIFTY50,2009-12-02,2893.05,[2.25967759]
3IINFOTECH,2014-01-17,8.27,NIFTY50,2009-02-13,2948.35,[2.22678338]
3IINFOTECH,2014-01-20,8.16,NIFTY50,2009-02-16,2848.5,[2.21484618]
3IINFOTECH,2014-01-21,8.54,NIFTY50,2009-02-17,2770.5,[2.25549349]
3IINFOTECH,2014-01-22,8.43,NIFTY50,2009-02-18,2776.15,[2.2438961]
3IINFOTECH,2014-01-23,8.32,NIFTY50,2009-02-19,2789.35,[2.23216263]
3IINFOTECH,2014-01-24,8.05,NIFTY50,2009-02-20,2736.45,[2.20276476]
3IINFOTECH,2014-01-27,7.65,NIFTY50,2009-02-24,2733.9,[2.15755932]
3IINFOTECH,2014-01-28,7.61,NIFTY50,2009-02-25,2762.5,[2.15292432]
3IINFOTECH,2014-01-29,7.25,NIFTY50,2009-02-26,2785.65,[2.1102132]
3IINFOTECH,2014-01-30,7.01,NIFTY50,2009-02-27,2763.65,[2.08069076]
3IINFOTECH,2014-01-31,7.36,NIFTY50,2009-02-03,2674.6,[2.12345843]
3IINFOTECH,2014-02-03,7.08,NIFTY50,2009-03-03,2622.4,[2.08939187]
3IINFOTECH,2014-02-04,7.33,NIFTY50,2009-04-03,2645.2,[2.11986346]
3IINFOTECH,2014-02-05,7.21,NIFTY50,2009-05-03,2576.7,[2.10535292]
3IINFOTECH,2014-02-06,7.09,NIFTY50,2009-06-03,2620.15,[2.09062873]
3IINFOTECH,2014-02-07,7.15,NIFTY50,2009-09-03,2573.15,[2.09801793]
3IINFOTECH,2014-02-10,7.02,NIFTY50,2009-12-03,2617.45,[2.08193842]
3IINFOTECH,2014-02-11,6.92,NIFTY50,2009-03-13,2719.25,[2.06939121]
3IINFOTECH,2014-02-12,7.01,NIFTY50,2009-03-16,2777.25,[2.08069076]
3IINFOTECH,2014-02-13,6.97,NIFTY50,2009-03-17,2757.45,[2.07568449]
3IINFOTECH,2014-02-14,6.94,NIFTY50,2009-03-18,2794.7,[2.07191328]
3IINFOTECH,2014-02-17,6.77,NIFTY50,2009-03-19,2807.15,[2.05027016]
3IINFOTECH,2014-02-18,6.72,NIFTY50,2009-03-20,2807.05,[2.04381436]
3IINFOTECH,2014-02-19,6.8,NIFTY50,2009-03-23,2939.9,[2.05412373]
3IINFOTECH,2014-02-20,6.63,NIFTY50,2009-03-24,2938.7,[2.03208785]
3IINFOTECH,2014-02-21,6.96,NIFTY50,2009-03-25,2984.35,[2.074429]
3IINFOTECH,2014-02-24,7.3,NIFTY50,2009-03-26,3082.25,[2.11625551]
3IINFOTECH,2014-02-25,7.66,NIFTY50,2009-03-27,3108.65,[2.15871472]
3IINFOTECH,2014-02-26,8.04,NIFTY50,2009-03-30,2978.15,[2.20165917]
3IINFOTECH,2014-02-27,8.04,NIFTY50,2009-03-31,3020.95,[2.20165917]
3IINFOTECH,2014-02-28,8.29,NIFTY50,2009-01-04,3060.35,[2.22893855]
3IINFOTECH,2014-03-03,7.88,NIFTY50,2009-02-04,3211.05,[2.18380156]
3IINFOTECH,2014-03-04,7.91,NIFTY50,2009-06-04,3256.6,[2.18717424]
3IINFOTECH,2014-03-05,7.85,NIFTY50,2009-08-04,3342.95,[2.18041746]
3IINFOTECH,2014-03-06,7.64,NIFTY50,2009-09-04,3342.05,[2.15640258]
3IINFOTECH,2014-03-07,7.58,NIFTY50,2009-04-13,3382.6,[2.14943391]
3IINFOTECH,2014-03-10,7.6,NIFTY50,2009-04-15,3484.15,[2.1517622]
3IINFOTECH,2014-03-11,7.39,NIFTY50,2009-04-16,3369.5,[2.12704052]
3IINFOTECH,2014-03-12,7.87,NIFTY50,2009-04-17,3384.4,[2.1826748]
3IINFOTECH,2014-03-13,7.55,NIFTY50,2009-04-20,3377.1,[2.14593128]
3IINFOTECH,2014-03-14,7.55,NIFTY50,2009-04-21,3365.3,[2.14593128]
3IINFOTECH,2014-03-17,7.55,NIFTY50,2009-04-22,3330.3,[2.14593128]
3IINFOTECH,2014-03-18,7.38,NIFTY50,2009-04-23,3423.7,[2.12584791]
3IINFOTECH,2014-03-19,7.32,NIFTY50,2009-04-24,3480.75,[2.11866225]
3IINFOTECH,2014-03-20,7.22,NIFTY50,2009-04-27,3470.0,[2.10657021]
3IINFOTECH,2014-03-21,7.24,NIFTY50,2009-04-28,3362.35,[2.10900034]
3IINFOTECH,2014-03-24,7.01,NIFTY50,2009-04-29,3473.95,[2.08069076]
3IINFOTECH,2014-03-25,7.18,NIFTY50,2009-04-05,3654.0,[2.10169215]
3IINFOTECH,2014-03-26,7.13,NIFTY50,2009-05-05,3661.9,[2.09556092]
3IINFOTECH,2014-03-27,7.37,NIFTY50,2009-06-05,3625.05,[2.12465388]
3IINFOTECH,2014-03-28,7.3,NIFTY50,2009-07-05,3683.9,[2.11625551]
3IINFOTECH,2014-03-31,7.77,NIFTY50,2009-08-05,3620.7,[2.17133681]
3IINFOTECH,2014-04-01,7.69,NIFTY50,2009-11-05,3554.6,[2.16217294]
3IINFOTECH,2014-04-02,7.76,NIFTY50,2009-12-05,3681.1,[2.1701959]
3IINFOTECH,2014-04-03,7.55,NIFTY50,2009-05-13,3635.25,[2.14593128]
3IINFOTECH,2014-04-04,7.49,NIFTY50,2009-05-14,3593.45,[2.138889]
3IINFOTECH,2014-04-07,7.39,NIFTY50,2009-05-15,3671.65,[2.12704052]
3IINFOTECH,2014-04-08,7.39,NIFTY50,2009-05-18,4323.15,[2.12704052]
3IINFOTECH,2014-04-09,8.12,NIFTY50,2009-05-19,4318.45,[2.2104698]
3IINFOTECH,2014-04-10,7.95,NIFTY50,2009-05-20,4270.3,[2.19165353]
3IINFOTECH,2014-04-11,7.87,NIFTY50,2009-05-21,4210.9,[2.1826748]
3IINFOTECH,2014-04-14,7.87,NIFTY50,2009-05-22,4238.5,[2.1826748]
3IINFOTECH,2014-04-15,7.63,NIFTY50,2009-05-25,4237.55,[2.15524451]
3IINFOTECH,2014-04-16,7.33,NIFTY50,2009-05-26,4116.7,[2.11986346]
3IINFOTECH,2014-04-17,7.48,NIFTY50,2009-05-27,4276.05,[2.13771045]
3IINFOTECH,2014-04-18,7.48,NIFTY50,2009-05-28,4337.1,[2.13771045]
3IINFOTECH,2014-04-21,7.43,NIFTY50,2009-05-29,4448.95,[2.13179677]
3IINFOTECH,2014-04-22,7.37,NIFTY50,2009-01-06,4529.9,[2.12465388]
3IINFOTECH,2014-04-23,7.33,NIFTY50,2009-02-06,4525.25,[2.11986346]
3IINFOTECH,2014-04-24,7.33,NIFTY50,2009-03-06,4530.7,[2.11986346]
3IINFOTECH,2014-04-25,7.29,NIFTY50,2009-04-06,4572.65,[2.11504997]
3IINFOTECH,2014-04-28,7.28,NIFTY50,2009-05-06,4586.9,[2.11384297]
3IINFOTECH,2014-04-29,7.36,NIFTY50,2009-08-06,4429.9,[2.12345843]
3IINFOTECH,2014-04-30,7.14,NIFTY50,2009-09-06,4550.95,[2.09679018]
3IINFOTECH,2014-05-01,7.14,NIFTY50,2009-10-06,4655.25,[2.09679018]
3IINFOTECH,2014-05-02,7.15,NIFTY50,2009-11-06,4637.7,[2.09801793]
3IINFOTECH,2014-05-05,6.57,NIFTY50,2009-12-06,4583.4,[2.02419307]
3IINFOTECH,2014-05-06,6.07,NIFTY50,2009-06-15,4484.0,[1.95586048]
3IINFOTECH,2014-05-07,6.59,NIFTY50,2009-06-16,4517.8,[2.02683159]
3IINFOTECH,2014-05-08,6.48,NIFTY50,2009-06-17,4356.15,[2.01223279]
3IINFOTECH,2014-05-09,6.54,NIFTY50,2009-06-18,4251.4,[2.02022218]
3IINFOTECH,2014-05-12,6.66,NIFTY50,2009-06-19,4313.6,[2.03601198]
3IINFOTECH,2014-05-13,6.9,NIFTY50,2009-06-22,4235.25,[2.06686276]
3IINFOTECH,2014-05-14,6.76,NIFTY50,2009-06-23,4247.0,[2.04898233]
3IINFOTECH,2014-05-15,6.64,NIFTY50,2009-06-24,4292.95,[2.0333976]
3IINFOTECH,2014-05-16,6.48,NIFTY50,2009-06-25,4241.85,[2.01223279]
3IINFOTECH,2014-05-19,7.59,NIFTY50,2009-06-26,4375.5,[2.15059874]
3IINFOTECH,2014-05-20,8.07,NIFTY50,2009-06-29,4390.95,[2.20497226]
3IINFOTECH,2014-05-21,8.28,NIFTY50,2009-06-30,4291.1,[2.22786155]
3IINFOTECH,2014-05-22,9.92,NIFTY50,2009-01-07,4340.9,[2.39059597]
3IINFOTECH,2014-05-23,10.08,NIFTY50,2009-02-07,4348.85,[2.40514168]
3IINFOTECH,2014-05-26,9.19,NIFTY50,2009-03-07,4424.25,[2.32140685]
3IINFOTECH,2014-05-27,8.59,NIFTY50,2009-06-07,4165.7,[2.26072089]
3IINFOTECH,2014-05-28,9.13,NIFTY50,2009-07-07,4202.15,[2.31550132]
3IINFOTECH,2014-05-29,9.35,NIFTY50,2009-08-07,4078.9,[2.33698652]
3IINFOTECH,2014-05-30,8.97,NIFTY50,2009-09-07,4080.95,[2.29958058]
3IINFOTECH,2014-06-02,9.07,NIFTY50,2009-10-07,4003.9,[2.30956071]
3IINFOTECH,2014-06-03,9.19,NIFTY50,2009-07-13,3974.05,[2.32140685]
3IINFOTECH,2014-06-04,9.69,NIFTY50,2009-07-14,4111.4,[2.36930873]
3IINFOTECH,2014-06-05,10.14,NIFTY50,2009-07-15,4233.5,[2.41054223]
3IINFOTECH,2014-06-06,10.09,NIFTY50,2009-07-16,4231.4,[2.4060438]
3IINFOTECH,2014-06-09,10.27,NIFTY50,2009-07-17,4374.95,[2.42214433]
3IINFOTECH,2014-06-10,10.94,NIFTY50,2009-07-20,4502.25,[2.47989411]
3IINFOTECH,2014-06-11,12.03,NIFTY50,2009-07-21,4469.1,[2.56725439]
3IINFOTECH,2014-06-12,13.22,NIFTY50,2009-07-22,4398.9,[2.65464942]
3IINFOTECH,2014-06-13,12.56,NIFTY50,2009-07-23,4523.75,[2.60712428]
3IINFOTECH,2014-06-16,11.94,NIFTY50,2009-07-24,4568.55,[2.56032329]
3IINFOTECH,2014-06-17,12.31,NIFTY50,2009-07-27,4572.3,[2.58851563]
3IINFOTECH,2014-06-18,11.72,NIFTY50,2009-07-28,4564.1,[2.54317556]
3IINFOTECH,2014-06-19,11.95,NIFTY50,2009-07-29,4513.5,[2.56109579]
3IINFOTECH,2014-06-20,11.7,NIFTY50,2009-07-30,4571.45,[2.54160199]
3IINFOTECH,2014-06-23,11.72,NIFTY50,2009-07-31,4636.45,[2.54317556]
3IINFOTECH,2014-06-24,11.74,NIFTY50,2009-03-08,4711.4,[2.54474665]
3IINFOTECH,2014-06-25,11.45,NIFTY50,2009-04-08,4680.5,[2.52172062]
3IINFOTECH,2014-06-26,11.07,NIFTY50,2009-05-08,4694.15,[2.49072304]
3IINFOTECH,2014-06-27,10.88,NIFTY50,2009-06-08,4585.5,[2.47485631]
3IINFOTECH,2014-06-30,10.94,NIFTY50,2009-07-08,4481.4,[2.47989411]
3IINFOTECH,2014-07-01,11.4,NIFTY50,2009-10-08,4437.65,[2.51769647]
3IINFOTECH,2014-07-02,11.2,NIFTY50,2009-11-08,4471.35,[2.50143595]
3IINFOTECH,2014-07-03,10.95,NIFTY50,2009-12-08,4457.5,[2.48073128]
3IINFOTECH,2014-07-04,10.79,NIFTY50,2009-08-13,4605.0,[2.46725171]
3IINFOTECH,2014-07-07,10.86,NIFTY50,2009-08-14,4580.05,[2.47317139]
3IINFOTECH,2014-07-08,10.32,NIFTY50,2009-08-17,4387.9,[2.42657107]
3IINFOTECH,2014-07-09,9.85,NIFTY50,2009-08-18,4458.9,[2.38416508]
3IINFOTECH,2014-07-10,10.1,NIFTY50,2009-08-19,4394.1,[2.40694511]
3IINFOTECH,2014-07-11,9.6,NIFTY50,2009-08-20,4453.45,[2.360854]
3IINFOTECH,2014-07-14,9.24,NIFTY50,2009-08-21,4528.8,[2.32630162]
3IINFOTECH,2014-07-15,9.29,NIFTY50,2009-08-24,4642.8,[2.33117255]
3IINFOTECH,2014-07-16,9.75,NIFTY50,2009-08-25,4659.35,[2.37490575]
3IINFOTECH,2014-07-17,9.96,NIFTY50,2009-08-26,4680.85,[2.39425228]
3IINFOTECH,2014-07-18,9.85,NIFTY50,2009-08-27,4688.2,[2.38416508]
3IINFOTECH,2014-07-21,9.83,NIFTY50,2009-08-28,4732.35,[2.38232006]
3IINFOTECH,2014-07-22,10.1,NIFTY50,2009-08-31,4662.1,[2.40694511]
3IINFOTECH,2014-07-23,9.81,NIFTY50,2009-01-09,4625.35,[2.38047163]
3IINFOTECH,2014-07-24,9.63,NIFTY50,2009-02-09,4608.35,[2.36368019]
3IINFOTECH,2014-07-25,9.23,NIFTY50,2009-03-09,4593.55,[2.32532458]
3IINFOTECH,2014-07-28,8.78,NIFTY50,2009-04-09,4680.4,[2.28033948]
3IINFOTECH,2014-07-29,8.78,NIFTY50,2009-07-09,4782.9,[2.28033948]
3IINFOTECH,2014-07-30,8.35,NIFTY50,2009-08-09,4805.25,[2.23537634]
3IINFOTECH,2014-07-31,8.76,NIFTY50,2009-09-09,4814.25,[2.2782924]
3IINFOTECH,2014-08-01,8.68,NIFTY50,2009-10-09,4819.4,[2.2700619]
3IINFOTECH,2014-08-04,9.11,NIFTY50,2009-11-09,4829.55,[2.31352503]
3IINFOTECH,2014-08-05,9.56,NIFTY50,2009-09-14,4808.6,[2.35707328]
3IINFOTECH,2014-08-06,9.4,NIFTY50,2009-09-15,4892.1,[2.34180581]
3IINFOTECH,2014-08-07,9.16,NIFTY50,2009-09-16,4958.4,[2.31845844]
3IINFOTECH,2014-08-08,8.74,NIFTY50,2009-09-17,4965.55,[2.27624112]
3IINFOTECH,2014-08-11,8.8,NIFTY50,2009-09-18,4976.05,[2.28238239]
3IINFOTECH,2014-08-12,8.78,NIFTY50,2009-09-22,5020.2,[2.28033948]
3IINFOTECH,2014-08-13,8.37,NIFTY50,2009-09-23,4969.95,[2.2375131]
3IINFOTECH,2014-08-14,8.78,NIFTY50,2009-09-24,4986.55,[2.28033948]
3IINFOTECH,2014-08-15,8.78,NIFTY50,2009-09-25,4958.95,[2.28033948]
3IINFOTECH,2014-08-18,8.71,NIFTY50,2009-09-29,5006.85,[2.27315628]
3IINFOTECH,2014-08-19,8.96,NIFTY50,2009-09-30,5083.95,[2.29857707]
3IINFOTECH,2014-08-20,8.85,NIFTY50,2009-01-10,5083.4,[2.28747146]
3IINFOTECH,2014-08-21,8.83,NIFTY50,2009-05-10,5003.2,[2.28543893]
3IINFOTECH,2014-08-22,8.76,NIFTY50,2009-06-10,5027.4,[2.2782924]
3IINFOTECH,2014-08-25,8.86,NIFTY50,2009-07-10,4985.75,[2.28848617]
3IINFOTECH,2014-08-26,8.49,NIFTY50,2009-08-10,5002.25,[2.25023861]
3IINFOTECH,2014-08-27,8.52,NIFTY50,2009-09-10,4945.2,[2.25339485]
3IINFOTECH,2014-08-28,8.33,NIFTY50,2009-12-10,5054.25,[2.23323501]
3IINFOTECH,2014-08-29,8.33,NIFTY50,2009-10-14,5118.2,[2.23323501]
3IINFOTECH,2014-09-01,8.74,NIFTY50,2009-10-15,5108.85,[2.27624112]
3IINFOTECH,2014-09-02,8.85,NIFTY50,2009-10-16,5142.15,[2.28747146]
3IINFOTECH,2014-09-03,9.02,NIFTY50,2009-10-17,5141.8,[2.3045831]
3IINFOTECH,2014-09-04,8.67,NIFTY50,2009-10-20,5114.45,[2.26902831]
3IINFOTECH,2014-09-05,8.59,NIFTY50,2009-10-21,5063.6,[2.26072089]
3IINFOTECH,2014-09-08,8.75,NIFTY50,2009-10-22,4988.6,[2.27726729]
3IINFOTECH,2014-09-09,8.42,NIFTY50,2009-10-23,4997.05,[2.24283509]
3IINFOTECH,2014-09-10,9.08,NIFTY50,2009-10-26,4970.9,[2.31055326]
3IINFOTECH,2014-09-11,9.09,NIFTY50,2009-10-27,4846.7,[2.31154483]
3IINFOTECH,2014-09-12,8.98,NIFTY50,2009-10-28,4826.15,[2.30058309]
3IINFOTECH,2014-09-15,9.28,NIFTY50,2009-10-29,4750.55,[2.33020026]
3IINFOTECH,2014-09-16,8.78,NIFTY50,2009-10-30,4711.7,[2.28033948]
3IINFOTECH,2014-09-17,8.48,NIFTY50,2009-03-11,4563.9,[2.24918432]
3IINFOTECH,2014-09-18,8.71,NIFTY50,2009-04-11,4710.8,[2.27315628]
3IINFOTECH,2014-09-19,8.54,NIFTY50,2009-05-11,4765.55,[2.25549349]
3IINFOTECH,2014-09-22,8.94,NIFTY50,2009-06-11,4796.15,[2.29656702]
3IINFOTECH,2014-09-23,8.52,NIFTY50,2009-09-11,4898.4,[2.25339485]
3IINFOTECH,2014-09-24,8.39,NIFTY50,2009-10-11,4881.7,[2.23964529]
3IINFOTECH,2014-09-25,8.09,NIFTY50,2009-11-11,5003.95,[2.20717491]
3IINFOTECH,2014-09-26,8.1,NIFTY50,2009-12-11,4952.65,[2.20827441]
3IINFOTECH,2014-09-29,8.14,NIFTY50,2009-11-13,4998.95,[2.21266039]
3IINFOTECH,2014-09-30,8.04,NIFTY50,2009-11-16,5058.05,[2.20165917]
3IINFOTECH,2014-10-01,8.02,NIFTY50,2009-11-17,5062.25,[2.19944433]
3IINFOTECH,2014-10-02,8.02,NIFTY50,2009-11-18,5054.7,[2.19944433]
3IINFOTECH,2014-10-03,8.02,NIFTY50,2009-11-19,4989.0,[2.19944433]
3IINFOTECH,2014-10-06,8.02,NIFTY50,2009-11-20,5052.45,[2.19944433]
3IINFOTECH,2014-10-07,8.05,NIFTY50,2009-11-23,5103.55,[2.20276476]
3IINFOTECH,2014-10-08,7.99,NIFTY50,2009-11-24,5090.55,[2.19611285]
3IINFOTECH,2014-10-09,8.11,NIFTY50,2009-11-25,5108.15,[2.20937271]
3IINFOTECH,2014-10-10,8.01,NIFTY50,2009-11-26,5005.55,[2.19833507]
3IINFOTECH,2014-10-13,7.95,NIFTY50,2009-11-27,4941.75,[2.19165353]
3IINFOTECH,2014-10-14,7.82,NIFTY50,2009-11-30,5032.7,[2.17702187]
3IINFOTECH,2014-10-15,7.82,NIFTY50,2009-01-12,5122.0,[2.17702187]
3IINFOTECH,2014-10-16,7.44,NIFTY50,2009-02-12,5123.25,[2.13298231]
3IINFOTECH,2014-10-17,7.61,NIFTY50,2009-03-12,5131.7,[2.15292432]
3IINFOTECH,2014-10-20,7.44,NIFTY50,2009-04-12,5108.9,[2.13298231]
3IINFOTECH,2014-10-21,7.4,NIFTY50,2009-07-12,5066.7,[2.12823171]
3IINFOTECH,2014-10-22,7.45,NIFTY50,2009-08-12,5147.95,[2.13416644]
3IINFOTECH,2014-10-23,7.54,NIFTY50,2009-09-12,5112.0,[2.14476101]
3IINFOTECH,2014-10-24,7.54,NIFTY50,2009-10-12,5134.65,[2.14476101]
3IINFOTECH,2014-10-27,7.43,NIFTY50,2009-11-12,5117.3,[2.13179677]
3IINFOTECH,2014-10-28,7.44,NIFTY50,2009-12-14,5105.7,[2.13298231]
3IINFOTECH,2014-10-29,7.29,NIFTY50,2009-12-15,5033.05,[2.11504997]
3IINFOTECH,2014-10-30,7.29,NIFTY50,2009-12-16,5042.05,[2.11504997]
3IINFOTECH,2014-10-31,7.31,NIFTY50,2009-12-17,5041.75,[2.11745961]
3IINFOTECH,2014-11-03,8.55,NIFTY50,2009-12-18,4987.7,[2.25654115]
3IINFOTECH,2014-11-04,8.55,NIFTY50,2009-12-21,4952.6,[2.25654115]
3IINFOTECH,2014-11-05,8.6,NIFTY50,2009-12-22,4985.85,[2.2617631]
3IINFOTECH,2014-11-06,8.6,NIFTY50,2009-12-23,5144.6,[2.2617631]
3IINFOTECH,2014-11-07,9.15,NIFTY50,2009-12-24,5178.4,[2.31747371]
3IINFOTECH,2014-11-10,9.31,NIFTY50,2009-12-29,5187.95,[2.3331143]
3IINFOTECH,2014-11-11,9.67,NIFTY50,2009-12-30,5169.45,[2.36743607]
3IINFOTECH,2014-11-12,8.34,NIFTY50,2009-12-31,5201.05,[2.23430625]
3IINFOTECH,2014-11-13,8.28,NIFTY50,2010-04-01,5232.2,[2.22786155]
3IINFOTECH,2014-11-14,8.09,NIFTY50,2010-05-01,5277.9,[2.20717491]
3IINFOTECH,2014-11-17,8.55,NIFTY50,2010-06-01,5281.8,[2.25654115]
3IINFOTECH,2014-11-18,8.38,NIFTY50,2010-07-01,5263.1,[2.23857976]
3IINFOTECH,2014-11-19,8.14,NIFTY50,2010-08-01,5244.75,[2.21266039]
3IINFOTECH,2014-11-20,8.18,NIFTY50,2010-11-01,5249.4,[2.2170272]
3IINFOTECH,2014-11-21,8.03,NIFTY50,2010-12-01,5210.4,[2.20055237]
3IINFOTECH,2014-11-24,7.81,NIFTY50,2010-01-13,5233.95,[2.17588744]
3IINFOTECH,2014-11-25,7.54,NIFTY50,2010-01-14,5259.9,[2.14476101]
3IINFOTECH,2014-11-26,7.78,NIFTY50,2010-01-15,5252.2,[2.17247641]
3IINFOTECH,2014-11-27,7.82,NIFTY50,2010-01-18,5274.85,[2.17702187]
3IINFOTECH,2014-11-28,7.86,NIFTY50,2010-01-19,5225.65,[2.18154676]
3IINFOTECH,2014-12-01,7.67,NIFTY50,2010-01-20,5221.7,[2.15986879]
3IINFOTECH,2014-12-02,7.74,NIFTY50,2010-01-21,5094.15,[2.16791019]
3IINFOTECH,2014-12-03,7.82,NIFTY50,2010-01-22,5036.0,[2.17702187]
3IINFOTECH,2014-12-04,8.0,NIFTY50,2010-01-25,5007.9,[2.19722458]
3IINFOTECH,2014-12-05,8.25,NIFTY50,2010-01-27,4853.1,[2.22462355]
3IINFOTECH,2014-12-08,8.17,NIFTY50,2010-01-28,4867.25,[2.21593729]
3IINFOTECH,2014-12-09,7.88,NIFTY50,2010-01-29,4882.05,[2.18380156]
3IINFOTECH,2014-12-10,7.95,NIFTY50,2010-01-02,4899.7,[2.19165353]
3IINFOTECH,2014-12-11,7.96,NIFTY50,2010-02-02,4830.1,[2.19277023]
3IINFOTECH,2014-12-12,7.72,NIFTY50,2010-03-02,4931.85,[2.16561924]
3IINFOTECH,2014-12-15,7.6,NIFTY50,2010-04-02,4845.35,[2.1517622]
3IINFOTECH,2014-12-16,7.31,NIFTY50,2010-05-02,4718.65,[2.11745961]
3IINFOTECH,2014-12-17,7.09,NIFTY50,2010-06-02,4757.25,[2.09062873]
3IINFOTECH,2014-12-18,7.5,NIFTY50,2010-08-02,4760.4,[2.14006616]
3IINFOTECH,2014-12-19,7.73,NIFTY50,2010-09-02,4792.65,[2.16676537]
3IINFOTECH,2014-12-22,7.95,NIFTY50,2010-10-02,4757.2,[2.19165353]
3IINFOTECH,2014-12-23,7.67,NIFTY50,2010-11-02,4826.85,[2.15986879]
3IINFOTECH,2014-12-24,8.2,NIFTY50,2010-02-15,4801.95,[2.21920348]
3IINFOTECH,2014-12-25,8.2,NIFTY50,2010-02-16,4855.75,[2.21920348]
3IINFOTECH,2014-12-26,9.84,NIFTY50,2010-02-17,4914.0,[2.383243]
3IINFOTECH,2014-12-29,9.28,NIFTY50,2010-02-18,4887.75,[2.33020026]
3IINFOTECH,2014-12-30,8.98,NIFTY50,2010-02-19,4844.9,[2.30058309]
3IINFOTECH,2014-12-31,9.51,NIFTY50,2010-02-22,4856.4,[2.35232718]
3IINFOTECH,2015-01-01,9.8,NIFTY50,2010-02-23,4870.05,[2.37954613]
3IINFOTECH,2015-01-02,9.7,NIFTY50,2010-02-24,4858.6,[2.37024374]
3IINFOTECH,2015-01-05,9.36,NIFTY50,2010-02-25,4859.75,[2.33795224]
3IINFOTECH,2015-01-06,8.84,NIFTY50,2010-02-26,4922.3,[2.28645571]
3IINFOTECH,2015-01-07,8.73,NIFTY50,2010-02-03,5017.0,[2.2752139]
3IINFOTECH,2015-01-08,9.07,NIFTY50,2010-03-03,5088.1,[2.30956071]
3IINFOTECH,2015-01-09,8.89,NIFTY50,2010-04-03,5080.25,[2.29152415]
3IINFOTECH,2015-01-12,9.1,NIFTY50,2010-05-03,5088.7,[2.31253542]
3IINFOTECH,2015-01-13,8.74,NIFTY50,2010-08-03,5124.0,[2.27624112]
3IINFOTECH,2015-01-14,8.67,NIFTY50,2010-09-03,5101.5,[2.26902831]
3IINFOTECH,2015-01-15,8.77,NIFTY50,2010-10-03,5116.25,[2.27931647]
3IINFOTECH,2015-01-16,8.9,NIFTY50,2010-11-03,5133.4,[2.29253476]
3IINFOTECH,2015-01-19,9.05,NIFTY50,2010-12-03,5137.0,[2.30757263]
3IINFOTECH,2015-01-20,8.89,NIFTY50,2010-03-15,5128.9,[2.29152415]
3IINFOTECH,2015-01-21,8.66,NIFTY50,2010-03-16,5198.1,[2.26799365]
3IINFOTECH,2015-01-22,8.69,NIFTY50,2010-03-17,5231.9,[2.27109443]
3IINFOTECH,2015-01-23,8.81,NIFTY50,2010-03-18,5245.9,[2.28340227]
3IINFOTECH,2015-01-26,8.81,NIFTY50,2010-03-19,5262.8,[2.28340227]
3IINFOTECH,2015-01-27,8.76,NIFTY50,2010-03-22,5205.2,[2.2782924]
3IINFOTECH,2015-01-28,8.86,NIFTY50,2010-03-23,5225.3,[2.28848617]
3IINFOTECH,2015-01-29,8.78,NIFTY50,2010-03-25,5260.4,[2.28033948]
3IINFOTECH,2015-01-30,8.76,NIFTY50,2010-03-26,5282.0,[2.2782924]
3IINFOTECH,2015-02-02,8.88,NIFTY50,2010-03-29,5302.85,[2.29051251]
3IINFOTECH,2015-02-03,8.77,NIFTY50,2010-03-30,5262.45,[2.27931647]
3IINFOTECH,2015-02-04,8.78,NIFTY50,2010-03-31,5249.1,[2.28033948]
3IINFOTECH,2015-02-05,8.69,NIFTY50,2010-01-04,5290.5,[2.27109443]
3IINFOTECH,2015-02-06,8.36,NIFTY50,2010-05-04,5368.4,[2.23644529]
3IINFOTECH,2015-02-09,8.21,NIFTY50,2010-06-04,5366.0,[2.22028985]
3IINFOTECH,2015-02-10,8.15,NIFTY50,2010-07-04,5374.65,[2.21375388]
3IINFOTECH,2015-02-11,7.76,NIFTY50,2010-08-04,5304.45,[2.1701959]
3IINFOTECH,2015-02-12,7.8,NIFTY50,2010-09-04,5361.75,[2.17475172]
3IINFOTECH,2015-02-13,7.76,NIFTY50,2010-12-04,5339.7,[2.1701959]
3IINFOTECH,2015-02-16,7.75,NIFTY50,2010-04-13,5322.95,[2.1690537]
3IINFOTECH,2015-02-17,7.75,NIFTY50,2010-04-15,5273.6,[2.1690537]
3IINFOTECH,2015-02-18,7.83,NIFTY50,2010-04-16,5262.6,[2.17815501]
