firm,Dates,Price,Symbol,Date,Nifty50 prices,W
3IINFOTECH,2005-04-21,50.0,NIFTY50,2000-04-01,1638.7,[nan]
3IINFOTECH,2005-04-22,48.9,NIFTY50,2000-05-01,1595.8,[nan]
3IINFOTECH,2005-04-25,47.43,NIFTY50,2000-06-01,1617.6,[3.88011946]
3IINFOTECH,2005-04-26,46.6,NIFTY50,2000-07-01,1613.3,[3.86283276]
3IINFOTECH,2005-04-27,48.0,NIFTY50,2000-10-01,1632.95,[3.8918203]
3IINFOTECH,2005-04-28,47.88,NIFTY50,2000-11-01,1572.5,[3.88936831]
3IINFOTECH,2005-04-29,46.65,NIFTY50,2000-12-01,1624.8,[3.86388263]
3IINFOTECH,2005-05-02,46.88,NIFTY50,2000-01-13,1621.4,[3.86869788]
3IINFOTECH,2005-05-03,46.5,NIFTY50,2000-01-14,1622.75,[3.86072971]
3IINFOTECH,2005-05-04,46.85,NIFTY50,2000-01-17,1611.6,[3.86807112]
3IINFOTECH,2005-05-05,46.78,NIFTY50,2000-01-18,1606.7,[3.86660714]
3IINFOTECH,2005-05-06,47.3,NIFTY50,2000-01-19,1634.85,[3.87743156]
3IINFOTECH,2005-05-09,47.53,NIFTY50,2000-01-20,1601.1,[3.88218216]
3IINFOTECH,2005-05-10,47.53,NIFTY50,2000-01-21,1620.6,[3.88218216]
3IINFOTECH,2005-05-11,47.28,NIFTY50,2000-01-24,1613.6,[3.8770174]
3IINFOTECH,2005-05-12,47.23,NIFTY50,2000-01-25,1586.4,[3.87598123]
3IINFOTECH,2005-05-13,47.03,NIFTY50,2000-01-27,1603.9,[3.87182582]
3IINFOTECH,2005-05-16,47.65,NIFTY50,2000-01-28,1599.1,[3.88465181]
3IINFOTECH,2005-05-17,48.0,NIFTY50,2000-01-31,1546.2,[3.8918203]
3IINFOTECH,2005-05-18,49.4,NIFTY50,2000-01-02,1549.5,[3.91999118]
3IINFOTECH,2005-05-19,49.0,NIFTY50,2000-02-02,1588.0,[3.91202301]
3IINFOTECH,2005-05-20,50.48,NIFTY50,2000-03-02,1597.9,[3.94119338]
3IINFOTECH,2005-05-23,49.28,NIFTY50,2000-04-02,1599.75,[3.91760738]
3IINFOTECH,2005-05-24,48.4,NIFTY50,2000-07-02,1636.6,[3.89995042]
3IINFOTECH,2005-05-25,48.1,NIFTY50,2000-08-02,1662.75,[3.89385903]
3IINFOTECH,2005-05-26,48.65,NIFTY50,2000-09-02,1689.65,[3.90499839]
3IINFOTECH,2005-05-27,47.98,NIFTY50,2000-10-02,1711.2,[3.89141205]
3IINFOTECH,2005-05-30,47.65,NIFTY50,2000-11-02,1756.0,[3.88465181]
3IINFOTECH,2005-05-31,47.63,NIFTY50,2000-02-14,1744.5,[3.88424062]
3IINFOTECH,2005-06-01,47.98,NIFTY50,2000-02-15,1702.55,[3.89141205]
3IINFOTECH,2005-06-02,47.18,NIFTY50,2000-02-16,1711.1,[3.874944]
3IINFOTECH,2005-06-03,47.53,NIFTY50,2000-02-17,1742.1,[3.88218216]
3IINFOTECH,2005-06-06,47.73,NIFTY50,2000-02-18,1717.8,[3.88629486]
3IINFOTECH,2005-06-07,47.78,NIFTY50,2000-02-21,1753.5,[3.88732039]
3IINFOTECH,2005-06-08,48.15,NIFTY50,2000-02-22,1739.05,[3.89487685]
3IINFOTECH,2005-06-09,47.78,NIFTY50,2000-02-23,1696.4,[3.88732039]
3IINFOTECH,2005-06-10,47.6,NIFTY50,2000-02-24,1732.0,[3.88362353]
3IINFOTECH,2005-06-13,48.05,NIFTY50,2000-02-25,1710.45,[3.89284019]
3IINFOTECH,2005-06-14,47.75,NIFTY50,2000-02-28,1722.55,[3.8867052]
3IINFOTECH,2005-06-15,48.3,NIFTY50,2000-02-29,1654.8,[3.89792408]
3IINFOTECH,2005-06-16,47.55,NIFTY50,2000-01-03,1712.7,[3.88259419]
3IINFOTECH,2005-06-17,46.55,NIFTY50,2000-02-03,1696.55,[3.86178179]
3IINFOTECH,2005-06-20,46.6,NIFTY50,2000-03-03,1656.0,[3.86283276]
3IINFOTECH,2005-06-21,46.38,NIFTY50,2000-06-03,1688.5,[3.8582002]
3IINFOTECH,2005-06-22,46.0,NIFTY50,2000-07-03,1702.75,[3.8501476]
3IINFOTECH,2005-06-23,45.85,NIFTY50,2000-08-03,1666.35,[3.84695101]
3IINFOTECH,2005-06-24,45.85,NIFTY50,2000-09-03,1646.25,[3.84695101]
3IINFOTECH,2005-06-27,45.88,NIFTY50,2000-10-03,1602.75,[3.84759115]
3IINFOTECH,2005-06-28,45.0,NIFTY50,2000-03-13,1560.7,[3.8286414]
3IINFOTECH,2005-06-29,44.55,NIFTY50,2000-03-14,1567.05,[3.81881062]
3IINFOTECH,2005-06-30,44.53,NIFTY50,2000-03-15,1620.1,[3.81837145]
3IINFOTECH,2005-07-01,44.3,NIFTY50,2000-03-16,1562.2,[3.81330703]
3IINFOTECH,2005-07-04,44.6,NIFTY50,2000-03-21,1556.6,[3.81990772]
3IINFOTECH,2005-07-05,44.58,NIFTY50,2000-03-22,1589.6,[3.81946902]
3IINFOTECH,2005-07-06,46.35,NIFTY50,2000-03-23,1553.4,[3.85756682]
3IINFOTECH,2005-07-07,45.28,NIFTY50,2000-03-24,1569.55,[3.8347099]
3IINFOTECH,2005-07-08,45.25,NIFTY50,2000-03-27,1562.95,[3.83406146]
3IINFOTECH,2005-07-11,45.45,NIFTY50,2000-03-28,1568.6,[3.83837647]
3IINFOTECH,2005-07-12,45.13,NIFTY50,2000-03-29,1558.25,[3.8314635]
3IINFOTECH,2005-07-13,44.88,NIFTY50,2000-03-30,1549.5,[3.82602929]
3IINFOTECH,2005-07-14,44.65,NIFTY50,2000-03-31,1528.45,[3.82100361]
3IINFOTECH,2005-07-15,44.65,NIFTY50,2000-03-04,1534.75,[3.82100361]
3IINFOTECH,2005-07-18,48.08,NIFTY50,2000-04-04,1428.1,[3.89345162]
3IINFOTECH,2005-07-19,52.0,NIFTY50,2000-05-04,1434.65,[3.97029191]
3IINFOTECH,2005-07-20,51.38,NIFTY50,2000-06-04,1452.95,[3.95852484]
3IINFOTECH,2005-07-21,49.65,NIFTY50,2000-07-04,1557.15,[3.92493923]
3IINFOTECH,2005-07-22,50.45,NIFTY50,2000-10-04,1613.0,[3.94061046]
3IINFOTECH,2005-07-25,49.53,NIFTY50,2000-11-04,1624.65,[3.92256722]
3IINFOTECH,2005-07-26,48.58,NIFTY50,2000-12-04,1592.7,[3.90358753]
3IINFOTECH,2005-07-27,48.15,NIFTY50,2000-04-13,1518.65,[3.89487685]
3IINFOTECH,2005-07-28,48.15,NIFTY50,2000-04-17,1443.55,[3.89487685]
3IINFOTECH,2005-07-29,52.0,NIFTY50,2000-04-18,1414.8,[3.97029191]
3IINFOTECH,2005-08-01,50.83,NIFTY50,2000-04-19,1404.95,[3.94796913]
3IINFOTECH,2005-08-02,52.03,NIFTY50,2000-04-20,1415.65,[3.97085779]
3IINFOTECH,2005-08-03,51.9,NIFTY50,2000-04-24,1388.0,[3.96840334]
3IINFOTECH,2005-08-04,51.1,NIFTY50,2000-04-25,1359.45,[3.95316495]
3IINFOTECH,2005-08-05,54.5,NIFTY50,2000-04-26,1436.1,[4.01638302]
3IINFOTECH,2005-08-08,53.6,NIFTY50,2000-04-27,1416.9,[4.00003388]
3IINFOTECH,2005-08-09,56.63,NIFTY50,2000-04-28,1406.55,[4.05404327]
3IINFOTECH,2005-08-10,63.05,NIFTY50,2000-02-05,1333.45,[4.15966403]
3IINFOTECH,2005-08-11,62.63,NIFTY50,2000-03-05,1316.05,[4.15308506]
3IINFOTECH,2005-08-12,60.85,NIFTY50,2000-04-05,1380.55,[4.1247121]
3IINFOTECH,2005-08-15,60.85,NIFTY50,2000-05-05,1422.4,[4.1247121]
3IINFOTECH,2005-08-16,63.7,NIFTY50,2000-08-05,1365.05,[4.1697612]
3IINFOTECH,2005-08-17,63.63,NIFTY50,2000-09-05,1378.55,[4.1686787]
3IINFOTECH,2005-08-18,61.65,NIFTY50,2000-10-05,1363.15,[4.13756368]
3IINFOTECH,2005-08-19,61.58,NIFTY50,2000-11-05,1304.55,[4.13644574]
3IINFOTECH,2005-08-22,61.55,NIFTY50,2000-12-05,1282.8,[4.13596624]
3IINFOTECH,2005-08-23,60.45,NIFTY50,2000-05-15,1299.25,[4.11822384]
3IINFOTECH,2005-08-24,60.18,NIFTY50,2000-05-16,1306.85,[4.11382034]
3IINFOTECH,2005-08-25,62.85,NIFTY50,2000-05-17,1311.65,[4.15653658]
3IINFOTECH,2005-08-26,62.43,NIFTY50,2000-05-18,1293.4,[4.14993694]
3IINFOTECH,2005-08-29,65.88,NIFTY50,2000-05-19,1268.0,[4.20289997]
3IINFOTECH,2005-08-30,66.73,NIFTY50,2000-05-22,1233.0,[4.21552921]
3IINFOTECH,2005-08-31,66.3,NIFTY50,2000-05-23,1224.4,[4.20916024]
3IINFOTECH,2005-09-01,66.4,NIFTY50,2000-05-24,1235.9,[4.21064502]
3IINFOTECH,2005-09-02,66.9,NIFTY50,2000-05-25,1247.65,[4.21803603]
3IINFOTECH,2005-09-05,65.75,NIFTY50,2000-05-26,1275.35,[4.2009543]
3IINFOTECH,2005-09-06,64.88,NIFTY50,2000-05-29,1311.05,[4.18783491]
3IINFOTECH,2005-09-07,64.88,NIFTY50,2000-05-30,1344.85,[4.18783491]
3IINFOTECH,2005-09-08,65.08,NIFTY50,2000-05-31,1380.45,[4.19086613]
3IINFOTECH,2005-09-09,63.6,NIFTY50,2000-01-06,1349.0,[4.16821441]
3IINFOTECH,2005-09-12,65.48,NIFTY50,2000-02-06,1389.25,[4.19690115]
3IINFOTECH,2005-09-13,65.3,NIFTY50,2000-05-06,1404.6,[4.1941899]
3IINFOTECH,2005-09-14,64.3,NIFTY50,2000-06-06,1421.75,[4.17899204]
3IINFOTECH,2005-09-15,66.0,NIFTY50,2000-07-06,1430.35,[4.20469262]
3IINFOTECH,2005-09-16,68.63,NIFTY50,2000-08-06,1463.65,[4.24319551]
3IINFOTECH,2005-09-19,67.05,NIFTY50,2000-09-06,1467.2,[4.22024273]
3IINFOTECH,2005-09-20,66.43,NIFTY50,2000-12-06,1440.4,[4.21109002]
3IINFOTECH,2005-09-21,63.95,NIFTY50,2000-06-13,1432.9,[4.17361774]
3IINFOTECH,2005-09-22,58.48,NIFTY50,2000-06-14,1435.5,[4.08564012]
3IINFOTECH,2005-09-23,60.0,NIFTY50,2000-06-15,1445.25,[4.11087386]
3IINFOTECH,2005-09-26,62.85,NIFTY50,2000-06-16,1477.3,[4.15653658]
3IINFOTECH,2005-09-27,68.78,NIFTY50,2000-06-19,1498.75,[4.24534744]
3IINFOTECH,2005-09-28,69.28,NIFTY50,2000-06-20,1507.1,[4.25248726]
3IINFOTECH,2005-09-29,66.8,NIFTY50,2000-06-21,1475.15,[4.21656219]
3IINFOTECH,2005-09-30,66.1,NIFTY50,2000-06-22,1488.25,[4.20618404]
3IINFOTECH,2005-10-03,66.35,NIFTY50,2000-06-23,1472.2,[4.2099029]
3IINFOTECH,2005-10-04,67.55,NIFTY50,2000-06-26,1451.65,[4.22756341]
3IINFOTECH,2005-10-05,65.65,NIFTY50,2000-06-27,1454.3,[4.19945505]
3IINFOTECH,2005-10-06,66.8,NIFTY50,2000-06-28,1470.0,[4.21656219]
3IINFOTECH,2005-10-07,67.45,NIFTY50,2000-06-29,1492.35,[4.22610355]
3IINFOTECH,2005-10-10,66.03,NIFTY50,2000-06-30,1471.45,[4.20514028]
3IINFOTECH,2005-10-11,65.88,NIFTY50,2000-03-07,1495.25,[4.20289997]
3IINFOTECH,2005-10-12,65.88,NIFTY50,2000-04-07,1511.3,[4.20289997]
3IINFOTECH,2005-10-13,65.4,NIFTY50,2000-05-07,1526.05,[4.19569706]
3IINFOTECH,2005-10-14,63.1,NIFTY50,2000-06-07,1516.8,[4.16044436]
3IINFOTECH,2005-10-17,61.43,NIFTY50,2000-07-07,1517.6,[4.13404593]
3IINFOTECH,2005-10-18,61.5,NIFTY50,2000-10-07,1509.65,[4.13516656]
3IINFOTECH,2005-10-19,59.23,NIFTY50,2000-11-07,1518.55,[4.09817057]
3IINFOTECH,2005-10-20,58.05,NIFTY50,2000-12-07,1533.35,[4.07838454]
3IINFOTECH,2005-10-21,59.5,NIFTY50,2000-07-13,1522.6,[4.10264337]
3IINFOTECH,2005-10-24,60.38,NIFTY50,2000-07-14,1509.75,[4.11708405]
3IINFOTECH,2005-10-25,59.23,NIFTY50,2000-07-17,1479.65,[4.09817057]
3IINFOTECH,2005-10-26,59.15,NIFTY50,2000-07-18,1463.1,[4.09684144]
3IINFOTECH,2005-10-27,57.58,NIFTY50,2000-07-19,1435.8,[4.07039334]
3IINFOTECH,2005-10-28,55.1,NIFTY50,2000-07-20,1424.2,[4.02713581]
3IINFOTECH,2005-10-31,56.93,NIFTY50,2000-07-21,1397.25,[4.05923539]
3IINFOTECH,2005-11-01,58.65,NIFTY50,2000-07-24,1317.75,[4.08849415]
3IINFOTECH,2005-11-02,61.98,NIFTY50,2000-07-25,1348.9,[4.14281722]
3IINFOTECH,2005-11-03,61.98,NIFTY50,2000-07-26,1318.25,[4.14281722]
3IINFOTECH,2005-11-04,61.98,NIFTY50,2000-07-27,1338.05,[4.14281722]
3IINFOTECH,2005-11-07,62.6,NIFTY50,2000-07-28,1333.8,[4.15261347]
3IINFOTECH,2005-11-08,63.95,NIFTY50,2000-07-31,1332.85,[4.17361774]
3IINFOTECH,2005-11-09,64.38,NIFTY50,2000-01-08,1326.85,[4.1802164]
3IINFOTECH,2005-11-10,64.93,NIFTY50,2000-02-08,1331.9,[4.18859357]
3IINFOTECH,2005-11-11,68.28,NIFTY50,2000-03-08,1321.25,[4.23815626]
3IINFOTECH,2005-11-14,66.68,NIFTY50,2000-04-08,1318.55,[4.21479072]
3IINFOTECH,2005-11-15,66.68,NIFTY50,2000-07-08,1310.8,[4.21479072]
3IINFOTECH,2005-11-16,67.18,NIFTY50,2000-08-08,1345.6,[4.22215127]
3IINFOTECH,2005-11-17,66.05,NIFTY50,2000-09-08,1344.95,[4.20543861]
3IINFOTECH,2005-11-18,66.15,NIFTY50,2000-10-08,1328.0,[4.20692892]
3IINFOTECH,2005-11-21,64.8,NIFTY50,2000-11-08,1310.75,[4.18661984]
3IINFOTECH,2005-11-22,64.03,NIFTY50,2000-08-14,1317.9,[4.1748487]
3IINFOTECH,2005-11-23,64.95,NIFTY50,2000-08-16,1351.45,[4.18889688]
3IINFOTECH,2005-11-24,65.13,NIFTY50,2000-08-17,1341.4,[4.1916225]
3IINFOTECH,2005-11-25,67.65,NIFTY50,2000-08-18,1358.05,[4.22902113]
3IINFOTECH,2005-11-28,67.93,NIFTY50,2000-08-21,1370.25,[4.2330915]
3IINFOTECH,2005-11-29,68.65,NIFTY50,2000-08-22,1381.2,[4.2434827]
3IINFOTECH,2005-11-30,69.93,NIFTY50,2000-08-23,1386.05,[4.26169348]
3IINFOTECH,2005-12-01,71.13,NIFTY50,2000-08-24,1386.95,[4.27847005]
3IINFOTECH,2005-12-02,69.58,NIFTY50,2000-08-25,1381.25,[4.25674682]
3IINFOTECH,2005-12-05,74.63,NIFTY50,2000-08-28,1369.85,[4.32585303]
3IINFOTECH,2005-12-06,74.73,NIFTY50,2000-08-29,1367.7,[4.32717438]
3IINFOTECH,2005-12-07,74.1,NIFTY50,2000-08-30,1375.95,[4.31882056]
3IINFOTECH,2005-12-08,73.68,NIFTY50,2000-08-31,1394.1,[4.31321232]
3IINFOTECH,2005-12-09,74.35,NIFTY50,2000-04-09,1427.75,[4.32214393]
3IINFOTECH,2005-12-12,76.18,NIFTY50,2000-05-09,1428.25,[4.34614036]
3IINFOTECH,2005-12-13,75.58,NIFTY50,2000-06-09,1435.35,[4.33833595]
3IINFOTECH,2005-12-14,74.15,NIFTY50,2000-07-09,1439.75,[4.31948612]
3IINFOTECH,2005-12-15,74.23,NIFTY50,2000-08-09,1450.05,[4.32055009]
3IINFOTECH,2005-12-16,78.73,NIFTY50,2000-11-09,1456.35,[4.37864593]
3IINFOTECH,2005-12-19,80.85,NIFTY50,2000-12-09,1467.65,[4.4048883]
3IINFOTECH,2005-12-20,79.93,NIFTY50,2000-09-13,1456.15,[4.39358458]
3IINFOTECH,2005-12-21,80.18,NIFTY50,2000-09-14,1445.3,[4.39666891]
3IINFOTECH,2005-12-22,84.58,NIFTY50,2000-09-15,1417.2,[4.44945161]
3IINFOTECH,2005-12-23,88.93,NIFTY50,2000-09-18,1354.35,[4.49903159]
3IINFOTECH,2005-12-26,85.6,NIFTY50,2000-09-19,1317.0,[4.46129982]
3IINFOTECH,2005-12-27,93.93,NIFTY50,2000-09-20,1342.9,[4.55313978]
3IINFOTECH,2005-12-28,92.75,NIFTY50,2000-09-21,1329.85,[4.54063166]
3IINFOTECH,2005-12-29,97.38,NIFTY50,2000-09-22,1266.45,[4.58883753]
3IINFOTECH,2005-12-30,95.58,NIFTY50,2000-09-25,1292.55,[4.57037168]
3IINFOTECH,2006-01-02,97.35,NIFTY50,2000-09-26,1267.9,[4.58853254]
3IINFOTECH,2006-01-03,96.65,NIFTY50,2000-09-27,1292.55,[4.58138966]
3IINFOTECH,2006-01-04,95.53,NIFTY50,2000-09-28,1266.4,[4.56985384]
3IINFOTECH,2006-01-05,93.53,NIFTY50,2000-09-29,1271.65,[4.54891724]
3IINFOTECH,2006-01-06,94.2,NIFTY50,2000-03-10,1282.0,[4.55597994]
3IINFOTECH,2006-01-09,94.5,NIFTY50,2000-04-10,1297.8,[4.55912625]
3IINFOTECH,2006-01-10,94.85,NIFTY50,2000-05-10,1284.75,[4.56278447]
3IINFOTECH,2006-01-11,94.85,NIFTY50,2000-06-10,1285.0,[4.56278447]
3IINFOTECH,2006-01-12,90.33,NIFTY50,2000-09-10,1267.3,[4.51447932]
3IINFOTECH,2006-01-13,90.48,NIFTY50,2000-10-10,1238.95,[4.51612037]
3IINFOTECH,2006-01-16,89.2,NIFTY50,2000-11-10,1201.9,[4.50202943]
3IINFOTECH,2006-01-17,88.95,NIFTY50,2000-12-10,1206.25,[4.49925396]
3IINFOTECH,2006-01-18,89.45,NIFTY50,2000-10-13,1176.75,[4.50479721]
3IINFOTECH,2006-01-19,91.5,NIFTY50,2000-10-16,1175.45,[4.52720864]
3IINFOTECH,2006-01-20,92.38,NIFTY50,2000-10-17,1158.05,[4.53667719]
3IINFOTECH,2006-01-23,91.65,NIFTY50,2000-10-18,1136.0,[4.52882895]
3IINFOTECH,2006-01-24,93.63,NIFTY50,2000-10-19,1166.15,[4.54997455]
3IINFOTECH,2006-01-25,91.0,NIFTY50,2000-10-20,1172.0,[4.52178858]
3IINFOTECH,2006-01-26,91.0,NIFTY50,2000-10-23,1143.95,[4.52178858]
3IINFOTECH,2006-01-27,90.0,NIFTY50,2000-10-24,1152.45,[4.51085951]
3IINFOTECH,2006-01-30,90.03,NIFTY50,2000-10-25,1183.9,[4.51118912]
3IINFOTECH,2006-01-31,90.53,NIFTY50,2000-10-26,1186.3,[4.51666679]
3IINFOTECH,2006-02-01,88.1,NIFTY50,2000-10-27,1178.7,[4.48975933]
3IINFOTECH,2006-02-02,87.53,NIFTY50,2000-10-30,1167.15,[4.48334148]
3IINFOTECH,2006-02-03,85.15,NIFTY50,2000-10-31,1172.75,[4.45608996]
3IINFOTECH,2006-02-06,86.88,NIFTY50,2000-01-11,1200.8,[4.47597225]
3IINFOTECH,2006-02-07,89.5,NIFTY50,2000-02-11,1224.85,[4.50534985]
3IINFOTECH,2006-02-08,90.85,NIFTY50,2000-03-11,1242.05,[4.52015681]
3IINFOTECH,2006-02-09,90.85,NIFTY50,2000-06-11,1240.25,[4.52015681]
3IINFOTECH,2006-02-10,89.28,NIFTY50,2000-07-11,1246.75,[4.50291595]
3IINFOTECH,2006-02-13,88.85,NIFTY50,2000-08-11,1266.8,[4.49814161]
3IINFOTECH,2006-02-14,89.15,NIFTY50,2000-09-11,1269.95,[4.50147495]
3IINFOTECH,2006-02-15,89.2,NIFTY50,2000-10-11,1239.55,[4.50202943]
3IINFOTECH,2006-02-16,88.78,NIFTY50,2000-11-13,1208.05,[4.49736223]
3IINFOTECH,2006-02-17,85.93,NIFTY50,2000-11-14,1242.85,[4.4651032]
3IINFOTECH,2006-02-20,83.8,NIFTY50,2000-11-15,1247.05,[4.44029554]
3IINFOTECH,2006-02-21,86.08,NIFTY50,2000-11-16,1233.25,[4.46682724]
3IINFOTECH,2006-02-22,86.05,NIFTY50,2000-11-17,1236.0,[4.46648267]
3IINFOTECH,2006-02-23,87.13,NIFTY50,2000-11-20,1237.6,[4.478813]
3IINFOTECH,2006-02-24,85.08,NIFTY50,2000-11-21,1235.0,[4.4552771]
3IINFOTECH,2006-02-27,84.83,NIFTY50,2000-11-22,1222.35,[4.4523686]
3IINFOTECH,2006-02-28,84.85,NIFTY50,2000-11-23,1216.0,[4.45260159]
3IINFOTECH,2006-03-01,87.63,NIFTY50,2000-11-24,1225.2,[4.4844704]
3IINFOTECH,2006-03-02,86.43,NIFTY50,2000-11-27,1252.9,[4.47083847]
3IINFOTECH,2006-03-03,89.5,NIFTY50,2000-11-28,1272.75,[4.50534985]
3IINFOTECH,2006-03-06,91.45,NIFTY50,2000-11-29,1264.75,[4.52666796]
3IINFOTECH,2006-03-07,89.38,NIFTY50,2000-11-30,1268.15,[4.504023]
3IINFOTECH,2006-03-08,85.88,NIFTY50,2000-01-12,1276.2,[4.46452786]
3IINFOTECH,2006-03-09,85.95,NIFTY50,2000-04-12,1275.6,[4.46533324]
3IINFOTECH,2006-03-10,86.23,NIFTY50,2000-05-12,1284.65,[4.46854831]
3IINFOTECH,2006-03-13,89.38,NIFTY50,2000-06-12,1298.55,[4.504023]
3IINFOTECH,2006-03-14,88.73,NIFTY50,2000-07-12,1302.5,[4.49680516]
3IINFOTECH,2006-03-15,88.73,NIFTY50,2000-08-12,1313.7,[4.49680516]
3IINFOTECH,2006-03-16,88.83,NIFTY50,2000-11-12,1332.15,[4.497919]
3IINFOTECH,2006-03-17,88.35,NIFTY50,2000-12-12,1333.35,[4.49256124]
3IINFOTECH,2006-03-20,93.73,NIFTY50,2000-12-13,1354.3,[4.55103074]
3IINFOTECH,2006-03-21,91.5,NIFTY50,2000-12-14,1349.35,[4.52720864]
3IINFOTECH,2006-03-22,89.93,NIFTY50,2000-12-15,1312.6,[4.51008998]
3IINFOTECH,2006-03-23,92.4,NIFTY50,2000-12-18,1317.6,[4.53689135]
3IINFOTECH,2006-03-24,91.08,NIFTY50,2000-12-19,1310.5,[4.52265776]
3IINFOTECH,2006-03-27,90.15,NIFTY50,2000-12-20,1295.25,[4.5125065]
3IINFOTECH,2006-03-28,90.78,NIFTY50,2000-12-21,1277.4,[4.51939441]
3IINFOTECH,2006-03-29,90.95,NIFTY50,2000-12-22,1242.0,[4.52124495]
3IINFOTECH,2006-03-30,91.55,NIFTY50,2000-12-26,1212.0,[4.52774904]
3IINFOTECH,2006-03-31,91.33,NIFTY50,2000-12-27,1228.3,[4.52536912]
3IINFOTECH,2006-04-03,94.25,NIFTY50,2000-12-28,1248.95,[4.55650501]
3IINFOTECH,2006-04-04,93.13,NIFTY50,2000-12-29,1263.55,[4.54467681]
3IINFOTECH,2006-04-05,96.13,NIFTY50,2001-01-01,1254.3,[4.57605029]
3IINFOTECH,2006-04-06,96.13,NIFTY50,2001-02-01,1271.8,[4.57605029]
3IINFOTECH,2006-04-07,92.58,NIFTY50,2001-03-01,1291.25,[4.53881669]
3IINFOTECH,2006-04-10,92.93,NIFTY50,2001-04-01,1307.65,[4.54254982]
3IINFOTECH,2006-04-11,92.93,NIFTY50,2001-05-01,1327.25,[4.54254982]
3IINFOTECH,2006-04-12,90.0,NIFTY50,2001-08-01,1309.25,[4.51085951]
3IINFOTECH,2006-04-13,87.9,NIFTY50,2001-09-01,1311.65,[4.48751214]
3IINFOTECH,2006-04-14,87.9,NIFTY50,2001-10-01,1287.3,[4.48751214]
3IINFOTECH,2006-04-17,89.88,NIFTY50,2001-11-01,1280.4,[4.50953995]
3IINFOTECH,2006-04-18,92.25,NIFTY50,2001-12-01,1286.75,[4.53528406]
3IINFOTECH,2006-04-19,93.53,NIFTY50,2001-01-15,1286.75,[4.54891724]
3IINFOTECH,2006-04-20,93.88,NIFTY50,2001-01-16,1293.05,[4.55261294]
3IINFOTECH,2006-04-21,91.58,NIFTY50,2001-01-17,1297.9,[4.52807314]
3IINFOTECH,2006-04-24,93.15,NIFTY50,2001-01-18,1305.95,[4.54488926]
3IINFOTECH,2006-04-25,92.23,NIFTY50,2001-01-19,1329.1,[4.53506956]
3IINFOTECH,2006-04-26,95.0,NIFTY50,2001-01-22,1348.0,[4.56434819]
3IINFOTECH,2006-04-27,93.9,NIFTY50,2001-01-23,1355.2,[4.55282371]
3IINFOTECH,2006-04-28,92.18,NIFTY50,2001-01-24,1365.95,[4.53453311]
3IINFOTECH,2006-05-01,93.93,NIFTY50,2001-01-25,1370.1,[4.55313978]
3IINFOTECH,2006-05-02,98.43,NIFTY50,2001-01-29,1342.05,[4.59945388]
3IINFOTECH,2006-05-03,101.38,NIFTY50,2001-01-30,1379.7,[4.62869138]
3IINFOTECH,2006-05-04,102.0,NIFTY50,2001-01-31,1371.7,[4.63472899]
3IINFOTECH,2006-05-05,100.93,NIFTY50,2001-01-02,1359.15,[4.6242863]
3IINFOTECH,2006-05-08,98.7,NIFTY50,2001-02-02,1378.85,[4.60216568]
3IINFOTECH,2006-05-09,98.23,NIFTY50,2001-05-02,1382.6,[4.59744039]
3IINFOTECH,2006-05-10,99.75,NIFTY50,2001-06-02,1387.1,[4.6126422]
3IINFOTECH,2006-05-11,100.65,NIFTY50,2001-07-02,1370.8,[4.62153554]
3IINFOTECH,2006-05-12,99.35,NIFTY50,2001-08-02,1395.5,[4.60866408]
3IINFOTECH,2006-05-15,99.93,NIFTY50,2001-09-02,1405.7,[4.61442721]
3IINFOTECH,2006-05-16,97.85,NIFTY50,2001-12-02,1402.2,[4.59360355]
3IINFOTECH,2006-05-17,105.83,NIFTY50,2001-02-13,1391.2,[4.67123879]
3IINFOTECH,2006-05-18,96.23,NIFTY50,2001-02-14,1393.35,[4.57707931]
3IINFOTECH,2006-05-19,90.18,NIFTY50,2001-02-15,1416.7,[4.51283557]
3IINFOTECH,2006-05-22,81.73,NIFTY50,2001-02-16,1381.35,[4.41558229]
3IINFOTECH,2006-05-23,84.9,NIFTY50,2001-02-19,1384.8,[4.45318383]
3IINFOTECH,2006-05-24,86.55,NIFTY50,2001-02-20,1383.85,[4.47221006]
3IINFOTECH,2006-05-25,86.3,NIFTY50,2001-02-21,1370.1,[4.46935046]
3IINFOTECH,2006-05-26,86.28,NIFTY50,2001-02-22,1355.1,[4.46912134]
3IINFOTECH,2006-05-29,89.43,NIFTY50,2001-02-23,1320.45,[4.50457607]
3IINFOTECH,2006-05-30,90.53,NIFTY50,2001-02-26,1312.4,[4.51666679]
3IINFOTECH,2006-05-31,85.48,NIFTY50,2001-02-27,1295.55,[4.45991317]
3IINFOTECH,2006-06-01,84.0,NIFTY50,2001-02-28,1351.4,[4.44265126]
3IINFOTECH,2006-06-02,84.03,NIFTY50,2001-01-03,1358.05,[4.44300414]
3IINFOTECH,2006-06-05,82.35,NIFTY50,2001-02-03,1306.35,[4.42304861]
3IINFOTECH,2006-06-06,78.28,NIFTY50,2001-05-03,1271.45,[4.37298589]
3IINFOTECH,2006-06-07,71.45,NIFTY50,2001-07-03,1290.5,[4.28289667]
3IINFOTECH,2006-06-08,63.73,NIFTY50,2001-08-03,1292.85,[4.17022477]
3IINFOTECH,2006-06-09,71.13,NIFTY50,2001-09-03,1254.75,[4.27847005]
